BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
AFTER SCHOOL ALL STARS LOS ANGELES,3450 WILSHIRE BLVD SUITE 550,LOS ANGELES,CA,90010,611699,Non-Profit Organization,,5/3/2020,"Wells Fargo Bank, National Association"
AFTTER-SCHOOL ALL-STARS,5900 WILSHIRE BLVD STE 2000,LOS ANGELES,CA,90036,813211,Non-Profit Organization,350,4/8/2020,City National Bank
AG RX,751 S Rose Ave,OXNARD,CA,93030,444220,Corporation,123,4/13/2020,Royal Business Bank
AG WORLD TRANSPORT INC,238 Lawrence Ave,SOUTH SAN FRANCISCO,CA,94080,488510,Corporation,90,4/28/2020,First Republic Bank
"AG-WISE ENTERPRISE, INC",5100 California ave Ste 209,BAKERSFIELD,CA,93309,115116,Subchapter S Corporation,102,4/5/2020,Lexicon Bank
AGAMA SOLUTIONS INC,39159 PASEO PADRE PARKWAY SUITE 215,FREMONT,CA,94539,541512,Corporation,60,4/5/2020,Fremont Bank
AGBAYANI CONSTRUCTION CORP,88 dixon court,DALY CITY,CA,94014,236220,Corporation,105,4/10/2020,Bank of Guam
AGC INC,745 B Camden Ave,CAMPBELL,CA,95008,238220,Corporation,55,4/27/2020,Avidbank
"AGE WELL SENIOR SERVICES, INC",23101 Lake Center Drive 325,LAKE FOREST,CA,92630,624120,Non-Profit Organization,67,4/14/2020,Sunwest Bank
AGEE CONSTRUCTION CORPORATION,1039 Hoblitt Avenue,CLOVIS,CA,93612,237310,Corporation,40,4/30/2020,Customers Bank
"AGENTOLOGY, INC.",101 W Broadway Suite 200,SAN DIEGO,CA,92101,511210,Corporation,67,4/14/2020,Silicon Valley Bank
AGENUS WEST LLC,793 Heinz Ave.,BERKELEY,CA,94710,541714,Limited  Liability Company(LLC),68,5/1/2020,"Bank of America, National Association"
"AGILE STAFFING, INC",2961 MACARTHUR BLVD STE 124,SANTA ANA,CA,92805,561311,Corporation,199,5/3/2020,"MUFG Union Bank, National Association"
"AGM CALIFORNIA, INC.","1400 Easton Dr., #130",BAKERSFIELD,CA,93309,531120,Corporation,116,4/4/2020,Citizens Business Bank
AGOSTINI RESTAURANTS INC.,40365 BRICKYARD DR #103,MADERA,CA,93636,722513,Subchapter S Corporation,50,4/5/2020,City National Bank
AGR CONTRACTING INC,2011 W POPLAR AVE,PORTERVILLE,CA,93257,112519,Corporation,500,6/15/2020,"Bank of America, National Association"
"AGRIAN, INC",352 SPRUCE AVE,CLOVIS,CA,93611,518210,Corporation,97,4/15/2020,Comerica Bank
AGRILAND FARMING COMPANY INC,23400 Road 24,CHOWCHILLA,CA,93610,115116,Subchapter S Corporation,207,4/30/2020,First Choice Bank
AGRITEC INTERNATIONAL LTD.,5820 Martin Road,IRWINDALE,CA,91706,562219,Subchapter S Corporation,98,4/27/2020,Seacoast Commerce Bank
"AGRON, INC",2440 S. Sepulveda Blvd #201,LOS ANGELES,CA,90064,423910,Corporation,78,4/11/2020,"MUFG Union Bank, National Association"
AGSER CONTRACTING,45080 GOLF CENTER PKWY STE C,INDIO,CA,92201,238990,Corporation,478,5/3/2020,"Bank of America, National Association"
AGUAYO CONTRACTING INC,17773 north e st,TULARE,CA,93274,115115,Corporation,225,6/12/2020,Customers Bank
"AHLBORN STRUCTURAL STEEL, INC.",1230 CENTURY CT,SANTA ROSA,CA,95403,331110,Corporation,76,4/6/2020,Poppy Bank
"AIR & LUBE SYSTEMS, INC.",8353 DEMETRE AVE,SACRAMENTO,CA,95828,238990,Corporation,70,4/7/2020,First Foundation Bank
AIR FAYRE CA INC.,7120 W 135th Street,GARDENA,CA,90249,722310,Corporation,115,4/12/2020,KeyBank National Association
AIR RUTTER INTERNATIONAL LLC,3501 N Lakewood Blvd,LONG BEACH,CA,90808,488190,Limited  Liability Company(LLC),55,4/10/2020,Farmers & Merchants Bank of Long Beach
AIRA TECH CORP.,4225 Executive Square Suite 400,LA JOLLA,CA,92037,541512,Corporation,15,4/14/2020,Silicon Valley Bank
"AIRCRAFT X-RAY LABORATORIES, INC.",5216 Pacific Blvd,HUNTINGTON PARK,CA,90255,334516,Subchapter S Corporation,91,4/27/2020,"Harvest Small Business Finance, LLC"
"AIRMAP, INC",409 SANTA MONICA BLVD,SANTA MONICA,CA,90401,511210,Corporation,72,4/10/2020,Sunwest Bank
"AIRPORT VAN RENTAL, INC.",5235 W 104th Street,LOS ANGELES,CA,90045,532111,Subchapter S Corporation,126,4/11/2020,1st Source Bank
"AIRSPACE TECHNOLOGIES, INC.",5909 Sea Otter Place Suite 200,CARLSBAD,CA,92010,488999,Corporation,115,6/26/2020,Silicon Valley Bank
"AIRSTREAMS RENEWABLES, INC.",410 West J Street,TEHACHAPI,CA,93561,611519,Corporation,,4/11/2020,Farmers & Merchants Bank of Central California
"AITECH DEFENSE SYSTEMS, INC.",19756 PRAIRIE ST,CHATSWORTH,CA,91311,334111,Corporation,65,4/27/2020,Bank Leumi USA
"AJIT HEALTHCARE, INC.",316 South Westlake Avenue,LOS ANGELES,CA,90057,524114,Corporation,184,4/28/2020,Farmers & Merchants Bank of Long Beach
AJOB STAFFING INC,2708 WESTMINSTER AVE SUITE 210,SANTA ANA,CA,92706,561210,Corporation,195,4/15/2020,Comerica Bank
"AKDY IMPORTS, LLC",8807 ROCHESTER AVE,RANCHO CUCAMONGA,CA,91730,442299,Corporation,57,5/1/2020,"JPMorgan Chase Bank, National Association"
AKI TECHNOLOGIES INC,375 Alabama Street Suite 480,SAN FRANCISCO,CA,94110,541890,Corporation,74,4/15/2020,Silicon Valley Bank
AKUA BEHAVIORAL HEALTH INC,20271 SW Birch St Ste 200,NEWPORT BEACH,CA,92660,622210,Corporation,142,4/6/2020,CalPrivate Bank
AKURANVYKA USA INC,315 S MAPLE AVE SUITE 103,AKASH KAPOOR,CA,94010,722513,Corporation,174,4/10/2020,"Bank of America, National Association"
"AL FRESCO LANDSCAPING, INC.",22 PAN TEMPO WAY,HOLLISTER,CA,95023,561730,Subchapter S Corporation,86,4/16/2020,"JPMorgan Chase Bank, National Association"
AL LARSON BOAT SHOP,1046 S SEASIDE AVE,SAN PEDRO,CA,90731,336611,Corporation,,4/14/2020,Farmers & Merchants Bank of Long Beach
"ALAMEDA CONSTRUCTION SERVICES, INC.",2528 E. 125th Street,COMPTON,CA,90222,212321,Corporation,49,4/10/2020,City National Bank
ALAMEDA COUNTY AGRICULTURAL FAIR ASSOCIATION,4501 Pleasanton Avenue,PLEASANTON,CA,94566,713990,Non-Profit Organization,127,4/14/2020,Fremont Bank
ALAMEDA COUNTY COMMUNITY FOOD BANK,7900 EDGEWATER DR,OAKLAND,CA,94621,624210,Corporation,102,4/6/2020,City National Bank
ALAMEDA COUNTY HOMELESS ACTION CENTER,3126 Shattuck Ave,BERKELEY,CA,94705,541199,Non-Profit Organization,70,4/9/2020,Community Bank of the Bay
"ALAMITOS ENTERPRISES, LLC",10934 Portal Dr,LOS ALAMITOS,CA,90720,811191,Limited  Liability Company(LLC),234,4/10/2020,BBVA USA
"ALAN SMITH POOL PLASTERING,INC",227 West CARLETON AVE,ORANGE,CA,92867,238990,Corporation,110,4/14/2020,Citizens Business Bank
ALANT CORP,1919 N LAKEWOOD BLVD,LONG BEACH,CA,90815,441110,Corporation,91,4/14/2020,"Bank of America, National Association"
"ALBANY FORD, INC",718 San Pablo Ave,ALBANY,CA,94706,423110,Subchapter S Corporation,64,4/15/2020,First Republic Bank
ALBD ELECTRIC AND CABLE,995 DISCOVERY LN,ANAHEIM,CA,92801,541990,Subchapter S Corporation,219,4/13/2020,Sunwest Bank
"ALC & CO., LLC",818 South Broadway - 4th Floor,LOS ANGELES,CA,90014,315240,Limited  Liability Company(LLC),75,5/19/2020,Byline Bank
ALCOA ELECTRICAL CONTRACTOR INC,15931 CHEMICAL LN STE A,HUNTINGTON BEACH,CA,92649,221118,Corporation,155,5/1/2020,"Bank of America, National Association"
"ALCON ENTERTAINMENT, LLC","10390 Santa Monica Blvd, Suite 250 0.0",LOS ANGELES,CA,90025,512110,Limited  Liability Company(LLC),48,4/9/2020,"JPMorgan Chase Bank, National Association"
ALCORN FENCE COMPANY,9901 Glenoaks,SUN VALLEY,CA,91352,238990,Corporation,134,4/27/2020,Citizens Business Bank
"ALDEA, INC.",1546 First Street,NAPA,CA,94559,624229,Non-Profit Organization,84,4/15/2020,Mechanics Bank
"ALDON, INC",1333 E 223rd Street,CARSON,CA,90745,441110,Subchapter S Corporation,156,4/7/2020,Toyota Financial Savings Bank
ALEGRECARE INC.,5767 Broadway Suite 201,OAKLAND,CA,94618,624120,Corporation,0,5/1/2020,Comerica Bank
"ALEMBIC, LLC",627 National Ave,MOUNTAIN VIEW,CA,94043,334413,Limited  Liability Company(LLC),67,4/12/2020,First Republic Bank
"ALERT INSULATION COMPANY, INC.",15913 Old Valley Boulevard,LA PUENTE,CA,91744,238310,Corporation,97,4/6/2020,Commercial Bank of California
ALERT PLATING COMPANY,9939 Glenoaks Blvd,SUN VALLEY,CA,91352,332813,Corporation,138,4/28/2020,City National Bank
ALEXANDERS CONTRACT SERVICES INC,8655 MORRO RD STE C,ATASCADERO,CA,93422,561990,Corporation,168,4/27/2020,Pacific Premier Bank
"ALFANO MOTORCARS,  INC",1423 Calle Joaquin,SAN LUIS OBISPO,CA,93405,441110,Subchapter S Corporation,52,4/11/2020,"JPMorgan Chase Bank, National Association"
ALFARO COMMUNICATIONS CONSTRUCTION INC.,15614 S ATLANTIC AVE,COMPTON,CA,90221,238990,Corporation,70,5/1/2020,"Bank of America, National Association"
ALFRED MATTHEWS INC.,3807 McHenry Ave,MODESTO,CA,95356,441110,Subchapter S Corporation,,4/10/2020,Ally Bank
"ALFRED PUBLISHING, LLC",16320 ROSCOE BLVD,VAN NUYS,CA,91406,512230,Limited  Liability Company(LLC),111,4/29/2020,"MUFG Union Bank, National Association"
ALGD LLC,350 DE SOTO DRIVE,LOS GATOS,CA,95032,623110,Limited  Liability Company(LLC),0,5/11/2020,"Wells Fargo Bank, National Association"
"ALGER PRECISION MACHINING, LLC",724 S Bon View Ave,ONTARIO,CA,91761,332721,Limited  Liability Company(LLC),121,4/13/2020,"Zions Bank, A Division of"
"ALL ACCESS APPAREL, INC.",1515 Gage Road,MONTEBELLO,CA,90640,315240,Sole Proprietorship,98,4/10/2020,Sunwest Bank
"ALL AMERICAN CAPITAL HOLDINGS, INC.",4100 Newport Place,NEWPORT BEACH,CA,92660,551112,Corporation,,6/4/2020,Celtic Bank Corporation
ALL AMERICAN LABOR SERVICE INC.,348 N MORNINGSIDE DR,DINUBA,CA,93618,561311,Corporation,500,5/3/2020,"Bank of America, National Association"
ALL AMERICAN LENDING INC,1375 Dove Street,NEWPORT BEACH,CA,92660,541990,Corporation,,5/24/2020,Celtic Bank Corporation
ALL CARE HOME HEALTH PROVIDER,100 W Broadway Ste 830,GLENDALE,CA,91210,621610,Corporation,145,5/3/2020,"Bank of America, National Association"
ALL CARTAGE TRANSPORTATION,12621 CHADRON AVE,HAWTHORNE,CA,90250,484110,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
ALL DAY SERVICE INC,17805 Sky Park Circle,IRVINE,CA,92614,561720,Subchapter S Corporation,380,6/10/2020,Hanmi Bank
"ALL FAB PRECISION SHEETMETAL, INC.",1015 TIMOTHY DRIVE,SAN JOSE,CA,95133,238390,Corporation,90,5/1/2020,"JPMorgan Chase Bank, National Association"
"ALL FOR HEALTH, HEALTH FOR ALL, INC",519 EAST BROADWAY,GLENDALE,CA,91205,621112,Non-Profit Organization,144,4/10/2020,City National Bank
ALL HANDS ON DECK INCORPORATED,139 Jacaranda Ct,HERCULES,CA,94547,561990,Non-Profit Organization,73,6/11/2020,Celtic Bank Corporation
"ALL NATION SECURITY SERVICES, INC.",3701 WILSHIRE BLVD STE 530,LOS ANGELES,CA,90010,561612,Subchapter S Corporation,100,5/1/2020,"JPMorgan Chase Bank, National Association"
ALL NEW STAMPING CO.,10801 LOWER AZUSA RD,EL MONTE,CA,91731,332322,Corporation,92,4/7/2020,American Business Bank
ALL PRO BAIL BONDS INC,512 Via De La Valle STE 302,SOLANA BEACH,CA,92075,522298,Corporation,124,4/11/2020,"Zions Bank, A Division of"
"ALL SEASONS ROOFING AND WATERPROOFING, INC",1720 Smith Ave,SAN JOSE,CA,95112,238160,Subchapter S Corporation,109,4/28/2020,Beneficial State Bank
ALL STAR GLASS INC,1845 Morena Blvd,SAN DIEGO,CA,92110,811122,Corporation,199,5/3/2020,"Bank of America, National Association"
"ALL STAR PHYSICAL THERAPY, INC.","29645 RANCHO CALIFORNIA ROAD, #234",TEMECULA,CA,92591,621340,Corporation,315,4/27/2020,Pacific Western Bank
ALL SURFACE ROOFING &AMP; WATERPROOFING INC,923 N LOGAN,SANTA ANA,CA,92701,238160,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"ALL TEMPERATURE SERVICE AIR CONDITIONING, INC.",1466 SEAREEL PL,SAN JOSE,CA,95131,238220,Corporation,56,4/15/2020,Technology CU
"ALL VALLEY WASHER SERVICE, INC.",15008 DELANO STREET,VAN NUYS,CA,91411,812310,Subchapter S Corporation,100,4/29/2020,"Bank of America, National Association"
ALL WEATHER ARCHITECTURAL ALUMINUM INC,777 Aldridge Road,VACAVILLE,CA,95688,332321,Corporation,99,4/5/2020,First Northern Bank of Dixon
"ALL-RITE LEASING COMPANY, INC.",950 South Coast Drive,COSTA MESA,CA,92626,453998,Sole Proprietorship,,4/28/2020,Celtic Bank Corporation
"ALL-WAYS PACIFIC, LLC",24760 S Main Street,CARSON,CA,90745,488991,Limited  Liability Company(LLC),121,4/30/2020,"Community West Bank, National Association"
ALLCELLS LLC,1301 Harbor Bay Pkwy Ste 200,ALAMEDA,CA,94502,541711,Limited  Liability Company(LLC),64,5/3/2020,"Bank of America, National Association"
"ALLCOM ELECTRIC, INC.",7042 Commerce Circle Suite A,PLEASANTON,CA,94588,238210,Corporation,84,4/5/2020,Fremont Bank
"ALLEN CONSTRUCTION, INC.",31356 VIA COLINAS #107,WESTLAKE VILLAGE,CA,91362,238130,Subchapter S Corporation,62,4/28/2020,Manufacturers Bank
"ALLEN FAMILY AUTOMOTIVE GROUP, INC",28332 CAMINO CAPISTRANO,LAGUNA NIGUEL,CA,92677,441110,Corporation,65,4/11/2020,BBVA USA
"ALLERGY & ASTHMA MEDICAL GROUP OF THE BAY AREA, INC.",370 N. WIGET LN,WALNUT CREEK,CA,94598,621111,Corporation,132,4/29/2020,Bank of San Francisco
ALLIANCE BRENTWOOD LP,11647 SAN VICENTE BLVD,LOS ANGELES,CA,90049,722511,Partnership,110,4/11/2020,Western Alliance Bank
"ALLIANCE MEDICAL CENTER, INC",138 UNIVERSITY ST,HEALDSBURG,CA,95448,621111,Non-Profit Organization,119,4/11/2020,Summit State Bank
ALLIANCE REDWOODS CONFERENCE GROUNDS,6250 BOHEMIAN HWY,OCCIDENTAL,CA,95465,721214,Professional Association,115,4/30/2020,Bank of the West
"ALLIANCE ROOFING COMPANY, INC.",630 MARTIN AVE,SANTA CLARA,CA,95050,238160,Corporation,,4/15/2020,Technology CU
"ALLIANCES MANAGEMENT CONSULTING, INC.",544 Hillside Rd,REDWOOD CITY,CA,94062,541611,Subchapter S Corporation,47,4/30/2020,American Express National Bank
"ALLIED EXHAUST SYSTEMS, INC",3928 OREGON ST,BENICIA,CA,94510,423120,Corporation,177,4/7/2020,City National Bank
ALLIED FEATHER & DOWN CORP.,6905 WEST ACCO ST #A,MONTEBELLO,CA,90640,339999,Corporation,,4/14/2020,Israel Discount Bank of New York
"ALLIED LANDSCAPE SERVICES, INC.",4000 Pimlico Dr,PLEASANTON,CA,94588,561730,Subchapter S Corporation,0,4/14/2020,Live Oak Banking Company
"ALLIED NATIONWIDE SECURITY, INC",7247 Hayvenhurst Ave. Suite A7,VAN NUYS,CA,91406,561612,Subchapter S Corporation,283,4/27/2020,Customers Bank
"ALLIED PRIVATE INVESTIGATIONS & SECURITY SERVICES, INC.",23542 Lyons Ave #200B,NEWHALL,CA,91321,561612,Corporation,475,4/15/2020,Boston Private Bank & Trust Company
"ALLIED PROFESSIONAL NURSING CARE, INC.",2345 W. Foothill Blvd. #14,UPLAND,CA,91786,621610,Corporation,220,4/14/2020,"Zions Bank, A Division of"
"ALLIED PROFESSIONALS INSURANCE SERVICES, INC.",1100 W TOWN AND COUNTRY RD STE 1400,ORANGE,CA,92868,524210,Corporation,76,4/4/2020,Commercial Bank of California
"ALLIED PROTECTION SERVICES, INC.",19164 VAN NESS AVE,TORRANCE,CA,90501,561612,Corporation,47,5/1/2020,"JPMorgan Chase Bank, National Association"
"ALLIED STEEL CO., INC.",1027 PALMYRITA AVE,RIVERSIDE,CA,92507,238120,Corporation,74,4/15/2020,"Citibank, N.A."
"ALLSTATE FLORAL, INC.",14101 PARK PL,CERRITOS,CA,90703,424930,Subchapter S Corporation,139,4/10/2020,Manufacturers Bank
ALLSTATE SECURITY SERVICES INC,9845 ERMA RD,SAN DIEGO,CA,92131,561612,Corporation,299,4/15/2020,"U.S. Bank, National Association"
"ALLURE LABS, INC.",30901 WIEGMAN RD,HAYWARD,CA,94544,325620,Subchapter S Corporation,117,4/16/2020,"JPMorgan Chase Bank, National Association"
ALOIS LLC,548 Market street,SAN FRANCISCO,CA,94104,561320,Limited  Liability Company(LLC),179,4/30/2020,WebBank
"ALPHA ANALYTICAL LABORATORIES, INC.",262 RICKENBACKER CIR,LIVERMORE,CA,94551,541380,Subchapter S Corporation,95,4/14/2020,Savings Bank of Mendocino County
ALPHA EMS CORPORATION,44193 GRIMMER BLVD,FREMONT,CA,94538,334419,Corporation,,4/29/2020,EverTrust Bank
"ALPHA MECHANICAL, INC.",4885 GREENCRAIG LN,SAN DIEGO,CA,92123,238220,Corporation,50,4/13/2020,Western Alliance Bank
"ALPHA OMEGA WINERY, LLC",1155 MEE LN,SAINT HELENA,CA,94574,312130,Limited  Liability Company(LLC),,4/15/2020,Farmers & Merchants Bank of Central California
"ALPHA STAFFING SERVICES, INC.",8644 Jellico Ave,NORTHRIDGE,CA,91325,561311,Subchapter S Corporation,235,4/28/2020,United Community Bank
"ALPHA STRUCTURAL, INC",8334 Foothill Boulevard,SUNLAND,CA,91040,236116,Subchapter S Corporation,0,4/29/2020,Comerica Bank
"ALPHAONE AMBULANCE MEDICAL SERVICES, INC.",10461 OLD PLACERVILLE RD Suite 110,SACRAMENTO,CA,95827,621910,Corporation,142,4/14/2020,Five Star Bank
ALPHONSO INC.,2440 West El Camino Real Suite 450,"MOUNTAIN VIEW, CA",CA,94040,541511,Corporation,43,4/15/2020,Silicon Valley Bank
"ALPINE PACIFIC NUT CO., INC.",6413 E Keyes Rd,HUGHSON,CA,95326,115114,Subchapter S Corporation,121,4/15/2020,Bank of Stockton
ALPINE SPECIAL TREATMENT CENTER INC,2120 Alpine Blvd,ALPINE,CA,91901,623220,Subchapter S Corporation,154,6/25/2020,"Zions Bank, A Division of"
ALPINESTARS USA,2780 W 237th Street,TORRANCE,CA,90505,315220,Corporation,67,4/30/2020,Bank of the West
ALSCO GEYER IRRIGATION INC,P.O. Box 111,ARKBUCKLE,CA,95912,423820,Corporation,150,4/28/2020,Westamerica Bank
ALTA INTERNATIONAL LLC,10888 7th St.,RANCHO CUCAMONGA,CA,91730,311710,Limited  Liability Company(LLC),191,4/15/2020,BMO Harris Bank National Association
ALTA PUBLIC SCHOOLS,2410 BROADWAY,HUNTINGTON PARK,CA,90255,611110,Professional Association,131,4/13/2020,Umpqua Bank
"ALTA QUALITY FARM SERVICES, INC.",1364 GRAND AVE,FILLMORE,CA,93015,111998,Corporation,389,5/3/2020,"MUFG Union Bank, National Association"
"ALTA SERVICES, INC",369 E BLAINE ST,CORONA,CA,92879,238910,Corporation,100,4/3/2020,Partners Bank of California
"ALTA VISTA PUBLIC CHARTER, INC.",177 Holston Dr.,LANCASTER,CA,93535,611110,Non-Profit Organization,106,4/28/2020,Hanmi Bank
ALTA VISTA SCHOOL INC,450 SOMERSET ST,SAN FRANCISCO,CA,94134,624410,Non-Profit Organization,66,4/27/2020,The Northern Trust Company
ALTEC PRODUCTS,23422 MILL CREEK DR STE 250,LAGUNA HILLS,CA,92653,541990,Subchapter S Corporation,80,4/10/2020,Sunwest Bank
"ALTURA COMMUNICATION SOLUTIONS, LLC",1540 South Lewis Street,ANAHEIM,CA,92805,811213,Corporation,98,4/14/2020,"JPMorgan Chase Bank, National Association"
"ALUM ROCK COUNSELING CENTER, INC.",777 North 1ST ST Suite 444,SAN JOSE,CA,95112,624190,Non-Profit Organization,85,4/15/2020,Comerica Bank
"ALUMNI PARTNERS, L.L.C.",140 CALLE IGLESIA,SAN CLEMENTE,CA,92672,541870,Limited  Liability Company(LLC),0,4/28/2020,"Bank of Southern California, National Association"
"ALWAYS HOME NURSING SERVICES, INC.",7777 GREENBACK LN STE 208,CITRUS HEIGHTS,CA,95610,623110,Subchapter S Corporation,253,4/16/2020,"JPMorgan Chase Bank, National Association"
"ALYN INDUSTRIES, INC.",16028 Arminta St.,VAN NUYS,CA,91406,334413,Subchapter S Corporation,0,6/25/2020,Signature Bank
"AMAIN.COM, INC.",424 Otterson Drive 0.0,CHICO,CA,95928,451120,Corporation,20,4/9/2020,"JPMorgan Chase Bank, National Association"
"AMALFI STONE AND MASONRY COMPANY, INC",8460 SAN FERNANDO RD,SUN VALLEY,CA,91352,238140,Subchapter S Corporation,141,4/5/2020,American Business Bank
AMANECER COMMUNITY COUNSELING SERVICE,"1200 WILSHIRE BLVD, STE 500",LOS ANGELES,CA,90017,621420,Corporation,141,4/5/2020,East West Bank
"AMATO INDUSTRIES, INC.",1550 Gilbreth Road,BURLINGAME,CA,94010,485320,Corporation,89,4/27/2020,Community Bank of the Bay
AMAX ENGINEERING CORPORATION,1565 Reliance Way,FREMONT,CA,94539,541330,Corporation,162,4/28/2020,Bank of the West
AMAZING FACTS INTERNATIONAL,6615 Sierra College Blvd.,GRANITE BAY,CA,95746,813110,Non-Profit Organization,87,4/12/2020,Five Star Bank
"AMBER KINETICS, INC.","32920 ALVARADO NILES RD, Ste 250",UNION CITY,CA,94587,335911,Corporation,61,5/2/2020,"JPMorgan Chase Bank, National Association"
"AMBIANCE U.S.A., INC.",2415 E 15th Street,LOS ANGELES,CA,90021,315240,Cooperative,90,4/28/2020,Bank of Hope
"AMBRX, INC.",10975 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,325412,Corporation,58,5/3/2020,"Bank of America, National Association"
"AMBUSERVE, INC.",15105 S Broadway,GARDENA,CA,90248,621910,Subchapter S Corporation,143,4/9/2020,Pacific Premier Bank
"AMCAL GENERAL CONTRACTORS, INC.",30141 AGOURA ROAD,AGOURA HILLS,CA,91301,236220,Corporation,91,4/15/2020,Pacific Western Bank
"AMERICA CHUNG NAM, INC.",1163 FAIRWAY DR,CITY OF INDUSTRY,CA,91789,423930,Limited  Liability Company(LLC),105,4/5/2020,City National Bank
AMERICA JEANS MANUFACTURER INC,6600 AVALON BLVD 114,LOS ANGELES,CA,90003,339999,Corporation,,5/12/2020,Celtic Bank Corporation
"AMERICAN AIRCRAFT PRODUCTS, INC.",15411 S. BROADWAY,GARDENA,CA,90248,336413,Subchapter S Corporation,84,4/9/2020,American Business Bank
"AMERICAN ASPHALT SOUTH, INC.",14436 SANTA ANA AVE,FONTANA,CA,92337,238990,Corporation,86,4/13/2020,California Bank of Commerce
"AMERICAN AUTOMATED ENGINEERING, INC.",5382 ARGOSY AVE,HUNTINGTON BEACH,CA,92649,336415,Corporation,189,5/8/2020,"MUFG Union Bank, National Association"
AMERICAN BOLT & SCREW MFG. CORP.,600 SOUTH WANAMAKER AVENUE,ONTARIO,CA,91761,423710,Corporation,88,4/27/2020,Pacific Western Bank
AMERICAN BOTANICAL PHARMACY,4114 GLENCOE AVE,MARINA DEL REY,CA,90292,325411,Subchapter S Corporation,78,4/14/2020,"PNC Bank, National Association"
"AMERICAN CHEVROLET OF MODESTO, INC.",4742 McHenry Avenue,MODESTO,CA,95356,441110,Subchapter S Corporation,96,4/27/2020,BAC Community Bank
"AMERICAN CHILLER SERVICE, INC.",11328 SUNRISE CIR,RANCHO CORDOVA,CA,95742,238220,Corporation,53,5/3/2020,"U.S. Bank, National Association"
AMERICAN COMMODITY COMPANY,6133 Abel Road,WILLIAMS,CA,95987,311212,Limited  Liability Company(LLC),95,4/6/2020,River City Bank
"AMERICAN CONTRACTORS, INC.",404 BLUERIDGE AVE,ORANGE,CA,92865,238220,Corporation,65,4/9/2020,American Business Bank
"AMERICAN CRANE RENTAL, INC.",17800 Comcomex Rd,MANTECA,CA,95336,238990,Corporation,,4/10/2020,Farmers & Merchants Bank of Central California
"AMERICAN CUSTOM MEATS, LLC",4276 TRACY BLVD,TRACY,CA,95304,311612,Limited  Liability Company(LLC),170,4/15/2020,Fifth Third Bank
"AMERICAN DE ROSA LAMPARTS, LLC",1945 S TUBEWAY AVE,COMMERCE,CA,90040,335129,Limited  Liability Company(LLC),113,5/6/2020,United Bank
AMERICAN ENGINEERING CONTRACTORS INC.,25445 S Schulte Rd,TRACY,CA,95377,238210,Subchapter S Corporation,81,4/14/2020,First Republic Bank
"AMERICAN ETC., INC.",1140 San Mateo Avenue,SOUTH SAN FRANCISCO,CA,94080,812332,Corporation,0,4/27/2020,Comerica Bank
AMERICAN HERITAGE LANDSCAPE LP,7013 OWENSMOUTH AVE,CANOGA PARK,CA,91303,561730,Limited Liability Partnership,149,4/11/2020,American Business Bank
AMERICAN INDIAN HEALTH & SERVICES,"4141 State street, Ste B-11",SANTA BARBARA,CA,93110,813212,Corporation,83,4/13/2020,"MUFG Union Bank, National Association"
AMERICAN INDIAN MODEL SCHOOLS,171  12TH ST,OAKLAND,CA,94607,611110,Non-Profit Organization,162,4/10/2020,East West Bank
"AMERICAN INTEGRATED RESOURCES, INC.",2341 PACIFIC ST,ORANGE,CA,92865,562910,Corporation,132,4/15/2020,"MUFG Union Bank, National Association"
"AMERICAN INTERNET SERVICES, LLC",9305 Lightwave Avenue 0.0,SAN DIEGO,CA,92123,518210,Partnership,68,4/9/2020,"JPMorgan Chase Bank, National Association"
AMERICAN LANDSCAPE INC,7013 OWENSMOUTH AVE,CANOGA PARK,CA,91303,561730,Corporation,137,4/11/2020,American Business Bank
"AMERICAN LEGALNET, INC.","16501  VENTURA BLVD, Suite 615",ENCINO,CA,91436,334614,Corporation,,4/10/2020,East West Bank
AMERICAN MEALS INC,3439 BROOKSIDE RD STE 103,STOCKTON,CA,95219,722511,Corporation,258,4/11/2020,City National Bank of Florida
"AMERICAN MORTGAGE INVESTMENT PARTNERS MANAGEMENT, LLC",3020 OLD RANCH PKWY Suite 180,SEAL BEACH,CA,90740,523920,Limited  Liability Company(LLC),54,4/7/2020,City National Bank
"AMERICAN NUTS, LLC",12950 San Fernando Rd,SYLMAR,CA,91342,311999,Limited  Liability Company(LLC),247,4/13/2020,"Zions Bank, A Division of"
AMERICAN PAVEMENT SYSTEMS INC,1012 11TH ST STE 100,MODESTO,CA,95354,237310,Subchapter S Corporation,60,4/10/2020,Tri Counties Bank
AMERICAN PROPERTY MANAGMENT CORPORATION,7050 Johnson Drive,PLEASANTON,CA,94588,721110,Corporation,157,4/30/2020,Bank of the West
"AMERICAN PROTECTION GROUP, INC.",8551 VESPER AVE,PANORAMA CITY,CA,91402,561612,Corporation,165,5/1/2020,"JPMorgan Chase Bank, National Association"
"AMERICAN PUB, LLC",14071 PEYTON DR STE 2697,CHINO HILLS,CA,91709,722511,Limited  Liability Company(LLC),250,4/3/2020,Southern Bank
