zip,businessname,address,city,state,naicscode,businesstype,jobsretained,dateapproved,lender
92866,"DUNKLEMAN, INCORPORATED",940 E Chapman Ave,ORANGE,CA,722513.0,Corporation,425.0,5/3/2020,"Bank of America, National Association"
92880,DURALUM PRODUCTS INC.,2485 Railroad Street,CORONA,CA,423390.0,Corporation,110.0,4/9/2020,First-Citizens Bank & Trust Company
94111,DURIE TANGRI LLP,217 Leidesdorff St,SAN FRANCISCO,CA,541110.0,Limited Liability Partnership,52.0,4/14/2020,First Republic Bank
90805,DUTHIE ELECTRIC SERVICE CORPORATION,2335 CHERRY INDUSTRIAL CIR,LONG BEACH,CA,532490.0,Corporation,58.0,4/15/2020,"MUFG Union Bank, National Association"
95472,DUTTON RANCH CORP.,10717 GRATON RD,SEBASTOPOL,CA,112130.0,Corporation,124.0,4/13/2020,Poppy Bank
92081,"DUVERA BILLING SERVICES, LLC","3220 EXECUTIVE RDG, SUITE 200",VISTA,CA,522220.0,Limited  Liability Company(LLC),107.0,4/11/2020,"Bank of Southern California, National Association"
92037,"DVELE, INC.",5521 LA JOLLA BLVD,LA JOLLA,CA,321991.0,Corporation,33.0,4/5/2020,Frost Bank
94506,DW MORGAN LLC,4185 BLACKHAWK PLAZA CIRCLE SUITE 260,DANVILLE,CA,488510.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92627,"DWWCM, INC.",1966 HARBOR BLVD,COSTA MESA,CA,441110.0,Subchapter S Corporation,116.0,4/15/2020,Comerica Bank
92807,DWWH INC,8323 E LA PALMA AVE,ANAHEIM,CA,441110.0,Subchapter S Corporation,101.0,4/12/2020,Comerica Bank
92705,DWWSA INC,1505 AUTO MALL DR,SANTA ANA,CA,441110.0,Subchapter S Corporation,107.0,4/11/2020,Comerica Bank
90248,DWWSB INC.,18416 S. Western Ave,GARDENA,CA,441110.0,Subchapter S Corporation,114.0,4/13/2020,Toyota Financial Savings Bank
93721,DYCORA TRANSITIONAL HEALTH - FRESNO LLC,2715 Fresno St,FRESNO,CA,623110.0,Limited  Liability Company(LLC),214.0,4/27/2020,Commercial Bank of California
90245,"DYNAMIC SYSTEMS, INC.",124 Maryland Street,EL SEGUNDO,CA,541519.0,Subchapter S Corporation,75.0,4/11/2020,MidFirst Bank
93908,"DYNAPAC HARVESTING, INC.",26490 ENCINAL RD,SALINAS,CA,115115.0,Corporation,275.0,4/15/2020,Pinnacle Bank
95945,"DYNASTY VALLEY, LLC",121 Dorsey Drive,GRASS VALLEY,CA,623110.0,Limited  Liability Company(LLC),180.0,4/10/2020,First Bank
95448,"E & M ELECTRIC AND MACHINERY, INC.",126 MILL ST,HEALDSBURG,CA,333517.0,Corporation,136.0,4/4/2020,Summit State Bank
91016,E & T FOODS INC,328 HUNTINGTON DR,MONROVIA,CA,445110.0,Subchapter S Corporation,187.0,4/28/2020,"Bank of Southern California, National Association"
90069,E C GROUP INC,8720 Melrose Avenue,WEST HOLLYWOOD,CA,111211.0,Sole Proprietorship,110.0,4/15/2020,"Readycap Lending, LLC"
93706,E R MOLES,9685 S Hughes,FRESNO,CA,111332.0,Sole Proprietorship,74.0,6/30/2020,Customers Bank
90248,E-NOR INNOVATIONS,436 W Walnut Street,GARDENA,CA,561990.0,Subchapter S Corporation,67.0,4/27/2020,Commercial Bank of California
91352,E-Z MIX INC.,11374 TUXFORD ST,SUN VALLEY,CA,327331.0,Subchapter S Corporation,73.0,4/10/2020,Citizens Business Bank
95742,"E. J. MASONRY, INC.",3195 LUYUNG DR,RNCHO CORDOVA,CA,238140.0,Subchapter S Corporation,70.0,4/14/2020,"U.S. Bank, National Association"
94550,"E. TURMAN AND COMPANY, INC.",2055 Research Drive,LIVERMORE,CA,238320.0,Corporation,115.0,4/13/2020,Heritage Bank of Commerce
92020,"E.L. HOBBS, INC.",1900 Weld Blvd 200,EL CAJON,CA,238310.0,Subchapter S Corporation,150.0,4/14/2020,Western Alliance Bank
91730,"E.S.KLUFT & COMPANY, INC.",11096 Jersey Blvd,RANCHO CUCAMONGA,CA,326199.0,Corporation,213.0,4/14/2020,BBVA USA
92064,EAGLE CARPET RESTORATION INC,14250 CRYSTAL VIEW LN,POWAY,CA,,Corporation,325.0,5/3/2020,"Bank of America, National Association"
93309,"EAGLE LABOR CONTRACTING, INC.",110 S. Montclair St. Suite 202,BAKERSFIELD,CA,115115.0,Corporation,175.0,5/1/2020,Mechanics Bank
95660,"EAGLE PAINTING & DRYWALL, INC.",4350 WAREHOUSE CT,NORTH HIGHLANDS,CA,238310.0,Corporation,157.0,4/10/2020,Tri Counties Bank
92064,"EAGLE PAVING COMPANY, INC.",13915 DANIELSON ST,POWAY,CA,238990.0,Corporation,60.0,4/5/2020,City National Bank
95110,"EARLY GROWTH FINANCIAL SERVICES, INC.","2033 GATEWAY PL, 5TH FLOOR",SAN JOSE,CA,541219.0,Corporation,131.0,6/25/2020,Bank of Marin
94114,"EARNUP, INC.",2370 Market Street Suite 203,SAN FRANCISCO,CA,541990.0,Corporation,83.0,4/10/2020,"Blue Ridge Bank, National Association"
94708,"EARTH ISLAND INSTITUTE, INC.","2150 Allston Way, Suite 460","BERKELEY,",CA,541620.0,Non-Profit Organization,116.0,4/14/2020,Bank of the West
91709,EARTH TEK ENGINEERING CORPORATION,15350 FAIRFIELD RANCH RD,CHINO HILLS,CA,238990.0,Corporation,46.0,4/15/2020,Pacific Western Bank
90232,"EARTHBAR, LLC",10000 Washington Blvd Suite 300,CULVER CITY,CA,722513.0,Limited  Liability Company(LLC),154.0,4/7/2020,East West Bank
92081,"EARTHLITE, LLC",990 Joshua Way,VISTA,CA,337124.0,Limited  Liability Company(LLC),138.0,4/28/2020,TCF National Bank
95472,"EARTHTONE CONSTRUCTION, INC.",6932 SEBASTOPOL AVENUE SUITE A,SEBASTOPOL,CA,236220.0,Subchapter S Corporation,67.0,4/15/2020,Bank of the West
94601,EAST BAY AGENCY FOR CHILDREN,2828 Ford St,OAKLAND,CA,813319.0,Non-Profit Organization,202.0,4/11/2020,"CRF Small Business Loan Company, LLC"
94612,EAST BAY ASIAN LOCAL DEVELOPMENT CORPORATION,1825 San Pablo Ave # 200,OAKLAND,CA,531390.0,Non-Profit Organization,139.0,4/14/2020,First Republic Bank
94606,EAST BAY ASIAN YOUTH CENTER,2025 E. 12th Street,OAKLAND,CA,611710.0,Non-Profit Organization,0.0,4/15/2020,Live Oak Banking Company
94704,EAST BAY COMMUNITY LAW CENTER,1950 UNIVERSITY AVE SUITE 200,BERKELEY,CA,813211.0,Non-Profit Organization,77.0,4/15/2020,Mechanics Bank
94577,EAST BAY INNOVATIONS,2450 Washington Ave Suite 240,SAN LEANDRO,CA,624120.0,Non-Profit Organization,181.0,4/10/2020,Fremont Bank
90003,"EAST COAST FOODS, INC.",106 W Manchester Ave,LOS ANGELES,CA,722511.0,Corporation,216.0,4/13/2020,Farmers & Merchants Bank of Long Beach
95819,"EAST LAWN, INC.",4300 Folsom Boulevard,SACRAMENTO,CA,812220.0,Subchapter S Corporation,76.0,4/27/2020,Self-Help FCU
93454,EAST VALLEY HARVESTING INC,585 FOXEN CANYON RD,SANTA MARIA,CA,115113.0,Subchapter S Corporation,177.0,4/15/2020,Mechanics Bank
95864,EASTER SEAL SOCIETY OF SUPERIOR CALIFORNIA,3205 Hurley Way,SACRAMENTO,CA,621999.0,Non-Profit Organization,,4/6/2020,River City Bank
91914,EASTLAKE COMMUNITY CHURCH OF CHULA VISTA,990 LANE AVE,CHULA VISTA,CA,813110.0,Non-Profit Organization,122.0,4/8/2020,Bank of the West
91768,EASTMAN MUSIC COMPANY,2158 POMONA BLVD,POMONA,CA,339992.0,Corporation,138.0,4/14/2020,East West Bank
92806,"EASTSIDE CHRISTIAN CHURCH OF FULLERTON, CALIFORNIA",3370 E MIRALOMA AVE,ANAHEIM,CA,813110.0,Corporation,75.0,4/13/2020,Farmers & Merchants Bank of Long Beach
95354,EASTSIDE MANAGEMENT COMPANY INC,1518 K St,MODESTO,CA,115113.0,Corporation,115.0,4/9/2020,Bank of Stockton
90640,EASTWESTPROTO INC,1120 S Maple Ave Ste 200,MONTEBELLO,CA,621910.0,Corporation,203.0,4/15/2020,"Bank of America, National Association"
95815,"EASUN, INC",2001 POINT WEST WAY,SACRAMENTO,CA,721110.0,Corporation,356.0,4/6/2020,East West Bank
94085,EBR SYSTEMS INC,480 Oakmead Parkway,SUNNYVALE,CA,541714.0,Corporation,29.0,4/16/2020,Silicon Valley Bank
91316,EBS FOODS LLC,4917 Genesta Ave,ENCINO,CA,722513.0,Limited  Liability Company(LLC),421.0,4/7/2020,City National Bank of Florida
92879,"EBS GENERAL ENGINEERING, INC.",1345 QUARRY ST 101,CORONA,CA,237310.0,Corporation,144.0,4/10/2020,CommerceWest Bank
92040,"EC CONSTRUCTORS, INC",9834 RIVER ST,LAKESIDE,CA,236220.0,Corporation,75.0,4/14/2020,Western Alliance Bank
91320,"ECA MEDICAL INSTRUMENTS, LLC",2193 Anchor Ct,THOUSAND OAKS,CA,339112.0,Corporation,89.0,4/6/2020,Emigrant Bank
92703,ECCO EQUIPMENT COMPANY LLC,1417 N SUSAN ST,SANTA ANA,CA,532412.0,Limited  Liability Company(LLC),78.0,4/8/2020,Amarillo National Bank
94588,ECHELON ENTERPRISES,9451 Blessing Drive,PLEASANTON,CA,531210.0,Limited  Liability Company(LLC),58.0,4/28/2020,"Citibank, N.A."
95320,ECKERT COLD STORAGE COMPANY,905 Clough Road,ESCALON,CA,311411.0,Subchapter S Corporation,250.0,4/6/2020,Bank of Stockton
91504,"ECLIPSE ADVERTISING, INC.",1329 SCOTT ROAD,BURBANK,CA,541810.0,Corporation,63.0,4/28/2020,Sunwest Bank
92507,"ECLIPSE RECREATIONAL VEHICLES, INC.",5225 Canyon Crest Drive Suite 71638,RIVERSIDE,CA,336212.0,Subchapter S Corporation,130.0,6/29/2020,"Zions Bank, A Division of"
92507,"ECLIPSE RECREATIONAL VEHICLES, INC.","5225 Canyon Crest Drive,  Suite 71638",RIVERSIDE,CA,336212.0,Subchapter S Corporation,130.0,6/30/2020,"Zions Bank, A Division of"
94129,"ECO-CHIC, LLC",1169 Gorgas Ave. #A 0.0,SAN FRANCISCO,CA,446120.0,Limited  Liability Company(LLC),97.0,4/9/2020,"JPMorgan Chase Bank, National Association"
94710,ECOLE BILINGUE,1009 Heinz Ave,BERKELEY,CA,611110.0,Non-Profit Organization,82.0,4/11/2020,"CRF Small Business Loan Company, LLC"
95060,ECOLOGY ACTION OF SANTA CRUZ,877 CEDAR ST #240,SANTA CRUZ,CA,541620.0,Non-Profit Organization,110.0,4/14/2020,Comerica Bank
90248,"ECOLOGY CONTROL INDUSTRIES,INC",15707 S.MAIN ST,GARDENA,CA,811198.0,Corporation,0.0,4/4/2020,First Choice Bank
92509,ECONO FENCE INC,5261 Pedley Road,RIVERSIDE,CA,238990.0,Subchapter S Corporation,60.0,5/4/2020,First Bank
92807,"ECONOLITE SYSTEMS, INC.",1250 N. Tustin Avenue,ANAHEIM,CA,541330.0,Subchapter S Corporation,138.0,4/30/2020,Bank of the West
90071,ECONONE RESEARCH INC.,"500 South Hope Street, Suite 800 suite 800",LOS ANGELES,CA,541690.0,Corporation,,4/14/2020,Pacific Western Bank
94105,ECOPLEXUS INC,101 2nd St Ste 1250,SAN FRANCISCO,CA,238220.0,Corporation,109.0,5/3/2020,"Bank of America, National Association"
95677,ECORP CONSULTING INC,2525 WARREN DR,ROCKLIN,CA,541620.0,Corporation,112.0,4/12/2020,Five Star Bank
94002,"ECP MANAGEMENT, INC.",1301 SHOREWAY RD Suite 250,BELMONT,CA,531120.0,Subchapter S Corporation,44.0,4/10/2020,East West Bank
95928,"ED WITTMEIER FORD, INC.",2288 Forest Avenue,CHICO,CA,441110.0,Subchapter S Corporation,103.0,4/30/2020,Comerica Bank
91748,EDDIE CHENG CORPORATION,18903 BRITTANY PL,ROWLAND HEIGHTS,CA,999990.0,Corporation,293.0,5/3/2020,"Bank of America, National Association"
91761,"EDELMANN USA, INC","2150 S. Parco Ave.,",ONTARIO,CA,322299.0,Corporation,87.0,5/8/2020,Hanmi Bank
94949,"EDG INTERIOR ARCHITECTURE AND DESIGN, INC.",7 HAMILTON LNDG,NOVATO,CA,541310.0,Corporation,55.0,4/6/2020,Poppy Bank
95991,EDGAR RAMIREZ CAMAREMA,421 TEEGARDEN AVE SUITE A,YUBA CITY,CA,115115.0,Sole Proprietorship,400.0,5/12/2020,Mechanics Bank
90011,EDGE CLOTHING INC,180 E. 50TH ST,LOS ANGELES,CA,315990.0,Corporation,139.0,4/7/2020,Hanmi Bank
92614,EDI HEALTH GROUP,17701 COWAN STE 250,IRVINE,CA,339114.0,Corporation,87.0,4/15/2020,"JPMorgan Chase Bank, National Association"
90292,"EDIFICE PROTECTION GROUP, INC.",120 REEF MALL,MARINA DEL REY,CA,999990.0,Subchapter S Corporation,40.0,5/1/2020,"JPMorgan Chase Bank, National Association"
92708,EDINGER MEDICAL GROUP,9900 Talbert Ave #302,FOUNTAIN VALLEY,CA,621111.0,Corporation,77.0,4/28/2020,Bank of the West
90221,"EDMUND KIM INTERNATIONAL, INC.",2880 E Ana Street,COMPTON,CA,315240.0,Corporation,110.0,4/14/2020,Commonwealth Business Bank
94608,EDTEC INC.,1410 62ND ST. SUITE A,EMERYVILLE,CA,541611.0,Subchapter S Corporation,0.0,4/29/2020,Signature Bank
94070,"EDUCATION ELEMENTS, INC.","999 SKYWAY RD, SUITE 325",SAN CARLOS,CA,611710.0,Corporation,55.0,4/27/2020,Western Alliance Bank
95066,"EDUCATION, TRAINING AND RESEARCH ASSOCIATES","100 Enterprise Way, Suite G300",SCOTTS VALLEY,CA,611710.0,Non-Profit Organization,107.0,4/14/2020,Santa Cruz County Bank
92123,"EDUCATIONAL ENRICHMENT SYSTEMS, INC.","4715 Viewridge Avenue, Suite 210",SAN DIEGO,CA,611710.0,Non-Profit Organization,161.0,6/1/2020,"Harvest Small Business Finance, LLC"
91730,EDUCATIONAL SYSTEMS INC,9640 CENTER AVE STE 120,RANCHO CUCAMONGA,CA,,Corporation,6.0,5/3/2020,"Bank of America, National Association"
94591,EDWARD J AND VALERIE SMITH FAMILY LLP,5005 Staghorn Drive,VALLEJO,CA,722513.0,Partnership,185.0,4/13/2020,CBW Bank
94804,EDWARD W. SCOTT ELECTRIC CO.,500 West Ohio Ave,RICHMOND,CA,238210.0,Corporation,122.0,4/30/2020,"Bank of America, National Association"
93003,"EDWARDS ASSOCIATES COMMUNICATIONS, INC.",2277 Knoll Drive 0,VENTURA,CA,322220.0,Subchapter S Corporation,109.0,4/27/2020,"Citibank, N.A."
92392,EEC,15505 Civic Drive Suite A,VICTORVILLE,CA,611110.0,Limited  Liability Company(LLC),,5/27/2020,Greater Nevada CU
92660,"EFE RUBY'S DINER, LLC",4100 MacArthur Blvd Ste 100,NEWPORT BEACH,CA,722511.0,Limited  Liability Company(LLC),272.0,4/15/2020,First Republic Bank
95110,"EFFECTUS GROUP, LLC",1735 TECHNOLOGY DR,SAN JOSE,CA,541990.0,Limited  Liability Company(LLC),57.0,4/15/2020,Technology CU
90245,EFFICIENT POWER CONVERSION CORP,909 N Sepulveda Blvd Ste 230,EL SEGUNDO,CA,334413.0,Corporation,47.0,4/30/2020,"Bank of America, National Association"
90274,EFFORTLESS INVESTMENTS MGT. CO. LLC,904 Silver Spur Rd. #807,ROLLING HILLS,CA,523910.0,Limited  Liability Company(LLC),411.0,4/30/2020,Bank of the West
95133,"EFUEL, LLC",1346 E. TAYLOR ST,SAN JOSE,CA,424720.0,Limited  Liability Company(LLC),102.0,4/6/2020,City National Bank
91732,EGGLESTON YOUTH CENTER,256 WEST BADILLO STREET,COVINA,CA,541714.0,Non-Profit Organization,0.0,4/29/2020,"Wells Fargo Bank, National Association"
91761,EGR INCORPORATED,4000 R Greystone Dr,ONTARIO,CA,441310.0,Corporation,,4/28/2020,Pacific Western Bank
90049,EH SUMMIT INC,11461 SUNSET BLVD,LOS ANGELES,CA,721110.0,Partnership,,4/29/2020,"Banc of California, National Association"
91950,EHMCKE SHEET METAL CORPORATION,840 W 19TH ST,NATIONAL CITY,CA,332322.0,Corporation,0.0,4/13/2020,California CU
90067,"EHT CPDCT, LLC",10250 Constellation Blvd,LOS ANGELES,CA,,Limited  Liability Company(LLC),107.0,5/3/2020,"Newtek Small Business Finance, Inc."
90067,"EHT CPDGA, LLC",10250 Constellation Blvd,LOS ANGELES,CA,,Limited  Liability Company(LLC),119.0,5/3/2020,"Newtek Small Business Finance, Inc."
90067,"EHT RDH, LLC",10250 Constellation Blvd,LOS ANGELES,CA,,Limited  Liability Company(LLC),194.0,5/3/2020,"Newtek Small Business Finance, Inc."
91101,"EHT SPH, LLC",303 Cordova St,PASADENA,CA,999990.0,Limited  Liability Company(LLC),111.0,5/3/2020,"Newtek Small Business Finance, Inc."
92879,"EIBACH, INC",264 Mariah Circle,CORONA,CA,,Corporation,500.0,5/3/2020,"Zions Bank, A Division of"
92121,"EINSTEIN INDUSTRIES, INC.",4825 FLANDER DRIVE 6825 FLANDERS DR,SAN DIEGO,CA,541613.0,Corporation,83.0,4/28/2020,Pacific Western Bank
90210,"EISNER, LLP","9601 WILSHIRE BLVD, 7TH FLOOR",BEVERLY HILLS,CA,541110.0,Limited Liability Partnership,75.0,4/8/2020,City National Bank
94080,EK FOOD SERVICES INC,150 ASSOCIATED RD,SOUTH SAN FRANCISCO,CA,424410.0,Corporation,123.0,5/3/2020,"Bank of America, National Association"
93703,"EKC ENTERPRISES, INC",4658 E Weathermaker Ave,FRESNO,CA,238210.0,Corporation,103.0,4/12/2020,Premier Valley Bank
94010,"EKI ENVIRONMENT & WATER, INC.","577 Airport Blvd, Ste 500",BURLINGAME,CA,541330.0,Subchapter S Corporation,72.0,4/28/2020,Heritage Bank of Commerce
94804,EKSO BIONICS INC.,1414 HARBOUR WAY S,RICHMOND,CA,423450.0,Corporation,20.0,4/13/2020,Western Alliance Bank
92021,EL CAJON MOTORS,1595 E Main St.,EL CAJON,CA,441110.0,Subchapter S Corporation,103.0,4/10/2020,"Zions Bank, A Division of"
90026,EL CENTRO DEL PUEBLO,1157 LEMOYNE STREET,LOS ANGELES,CA,624110.0,Non-Profit Organization,120.0,4/30/2020,"Harvest Small Business Finance, LLC"
92243,EL CENTRO MOTORS,1520 W. Ford Dr. 0.0,EL CENTRO,CA,441110.0,Corporation,90.0,4/9/2020,"JPMorgan Chase Bank, National Association"
90650,EL CLASIFICADO,11205 IMPERIAL HWY,NORWALK,CA,511199.0,Corporation,178.0,4/15/2020,"Bank of America, National Association"
92227,EL DON FARM LABOR INC.,551 W MAIN ST,BRAWLEY,CA,115115.0,Corporation,300.0,4/28/2020,Mechanics Bank
95667,EL DORADO COUNTY COMMUNITY HEALTH CENTER,4327 Golden Center Drive,PLACERVILLE,CA,621498.0,Non-Profit Organization,134.0,4/13/2020,Umpqua Bank
95667,"EL DORADO MULTISPECIALTY MEDICAL GROUP, INC.",4341 B GOLDEN CENTER DR,PLACERVILLE,CA,621111.0,Corporation,50.0,4/12/2020,Five Star Bank
90670,EL GALLO GIRO CORPORATION,127640 FLORENCE AVE,SANTA FE SPRINGS,CA,722513.0,Corporation,300.0,4/29/2020,Bank of the West
90020,EL NIDO FAMILY CENTERS,440 SHATTO PL Ste 417,LOS ANGELES,CA,813219.0,Non-Profit Organization,130.0,4/28/2020,CalPrivate Bank
92841,EL-ROB INC.,12691 MONARCH ST,GARDEN GROVE,CA,334416.0,Corporation,90.0,4/10/2020,CommerceWest Bank
94103,"ELATION HEALTH, INC.","550 15TH STREET, SUITE 21",SAN FRANCISCO,CA,511210.0,Corporation,71.0,4/14/2020,Silicon Valley Bank
94566,ELB US INC.,415 BOULDER CT STE 500,PLEASANTON,CA,334310.0,Corporation,100.0,4/14/2020,California Bank of Commerce
93711,"ELBON ENTERPRISES, INC.",653 WEST FALLBROOK AVE Suite 101,FRESNO,CA,424920.0,Corporation,53.0,4/15/2020,"Citibank, N.A."
93721,"ELECTRIC MOTOR SHOP, INC.",253 Fulton,FRESNO,CA,423610.0,Corporation,117.0,4/28/2020,"MUFG Union Bank, National Association"
95678,ELECTRICAL DESIGN & MOTOR CONTROL INC,500 Giuseppe Court #4,ROSEVILLE,CA,238220.0,Corporation,84.0,4/27/2020,Five Star Bank
91311,"ELECTRO ADAPTER, INC.",20640 NORDHOFF STREET,CHATSWORTH,CA,335931.0,Corporation,84.0,4/28/2020,Pacific Western Bank
91768,"ELECTROCUBE, INC.",3366 POMONA BLVD,POMONA,CA,334416.0,Corporation,94.0,4/28/2020,Pacific Western Bank
92705,"ELECTROLURGY MANUFACTURING, INC.",1217 E NORMANDY PL,SANTA ANA,CA,332323.0,Corporation,120.0,4/13/2020,Pacific Premier Bank
94109,"ELECTRONIC FRONTIER FOUNDATION, INC.",815 Eddy Street,SAN FRANCISCO,CA,813311.0,Non-Profit Organization,0.0,4/15/2020,Live Oak Banking Company
92804,ELEGANZA TILES INC,3125 CORONADO ST,ANAHEIM,CA,423320.0,Corporation,72.0,4/10/2020,East West Bank
94104,"ELEMENT ANALYTICS, INC.","564 MARKET STREET, SUITE 401",SAN FRANCISCO,CA,541511.0,Corporation,28.0,4/16/2020,Silicon Valley Bank
92026,"ELEMENT EDUCATION, INC",1441 MONTIEL RD,ESCONDIDO,CA,611710.0,Non-Profit Organization,133.0,4/15/2020,"U.S. Bank, National Association"
92504,"ELIAS, ELLIOTT, LAMPASI, FEHN, HARRIS & NGUYEN, A DENTAL CORPORATION",7251 Magnolia Ave,RIVERSIDE,CA,621210.0,Corporation,151.0,4/8/2020,Pacific Premier Bank
92029,ELICC AMERICAS CORPORATION,2181 MEYERS AVE STE C,ESCONDIDO,CA,238150.0,Corporation,70.0,4/27/2020,Cathay Bank
93215,ELITE AG LABOR SERVICES INC,10091 Zachary Avenue,DELANO,CA,111998.0,Subchapter S Corporation,,5/1/2020,Celtic Bank Corporation
92821,"ELITE ASSOCIATES HOLDING, INC.",875 CHALLENGER ST,BREA,CA,424410.0,Corporation,139.0,4/5/2020,American Business Bank
94520,"ELITE DINERS, LLC",2190 Meridian Park Dr. Suite G,CONCORD,CA,722511.0,Limited  Liability Company(LLC),252.0,4/11/2020,"BankUnited, National Association"
92509,ELITE ELECTRIC,9415 BELLEGRAVE AVE,RIVERSIDE,CA,238210.0,Corporation,88.0,4/8/2020,Wallis Bank
92507,"ELITE FUELS TRANSPORTATION, INC.",3392 DURAHART ST Suite A/B,RIVERSIDE,CA,486910.0,Subchapter S Corporation,,4/11/2020,"Banc of California, National Association"
93030,"ELITE METAL FINISHING, L.L.C.",501 SPECTRUM CIR,OXNARD,CA,332813.0,Limited  Liability Company(LLC),150.0,4/9/2020,Citizens Business Bank
90039,ELITE PROPERTY MANAGEMENT LLC,3191 CASITAS ST 200,LOS ANGELES,CA,531120.0,Limited  Liability Company(LLC),94.0,4/28/2020,Citizens Business Bank
95828,"ELITE TAN, INC",8610 Elder Creek Road,SACRAMENTO,CA,331221.0,Corporation,102.0,4/6/2020,Fremont Bank
93292,"ELKHORN DAIRY, LLC",13076 AVENUE 368,VISALIA,CA,112120.0,Limited  Liability Company(LLC),142.0,4/15/2020,"American AgCredit, ACA"
94538,ELLEX ISCIENCE,41316 CHRISTY ST.,FREMONT,CA,339112.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
92683,ELMORE MOTORS,15300 Beach Blvd,WESTMINSTER,CA,441110.0,Corporation,,4/9/2020,Farmers & Merchants Bank of Long Beach
95827,ELS INVESTMENTS,9980 HORN RD,SACRAMENTO,CA,541320.0,Corporation,0.0,4/7/2020,Merchants Bank of Commerce
94523,ELSON ELECTRIC HOLDINGS INC,"3440 VINCENT RD., STE. C",PLEASANT HILL,CA,238210.0,Trust,48.0,4/9/2020,United Business Bank
94061,"EM MARKETING, INC.",3798 BRET HARTE DR,REDWOOD CITY,CA,541613.0,Corporation,,4/28/2020,Capital Educators FCU
91361,"EMBER TECHNOLOGIES, INC.",4607 Lakeview Canyon Road #500,WESTLAKE VILLAGE,CA,423620.0,Corporation,66.0,4/9/2020,"JPMorgan Chase Bank, National Association"
94103,EMBROKER INC,24 Shotwell Street,SAN FRANCISCO,CA,524210.0,Corporation,0.0,6/17/2020,Coastal Community Bank
91730,"EMD SPECIALTY MATERIALS, LLC",9433 HYSSOP DR,RANCHO CUCAMONGA,CA,334412.0,Limited  Liability Company(LLC),98.0,4/30/2020,Comerica Bank
91403,EMEK HEBREW DAY SCHOOL,15365 Magnolia Blvd,SHERMAN OAKS,CA,611110.0,Non-Profit Organization,136.0,4/11/2020,Western Alliance Bank
95955,EMERALD FARMS LLC,4599 McDermott Rd,MAXWELL,CA,316998.0,Limited  Liability Company(LLC),150.0,4/27/2020,Umpqua Bank
93309,"EMERGENCY PHYSICIANS URGENT CARE, INC.",212 Coffee Road,BAKERSFIELD,CA,621493.0,Subchapter S Corporation,192.0,4/30/2020,"JPMorgan Chase Bank, National Association"
95054,"EMERGENT PAYMENTS, INC.",2445 Augustine Drive Suite 460,SANTA CLARA,CA,522390.0,Corporation,61.0,4/28/2020,"Citibank, N.A."
94608,EMERYVILLE OCCUPATIONAL MEDICAL CENTER,6001 SHELLMOUND ST STE 115,EMERYVILLE,CA,621498.0,Corporation,81.0,4/30/2020,"Bank of America, National Association"
90015,EMJ APPAREL GROUP LLC,1526 S Broadway,LOS ANGELES,CA,448150.0,Corporation,112.0,4/27/2020,Bank of Hope
92801,EMPI INC,301 E Orange Thorpe Ave,ANAHEIM,CA,336390.0,Corporation,126.0,4/7/2020,BBVA USA
93309,"EMPIRE AG, INC",3723 WILSON RD,BAKERSFIELD,CA,115115.0,Corporation,350.0,5/2/2020,"Bank of America, National Association"
92879,"EMPIRE DEMOLITION, INC.",1623 LEESON LN,CORONA,CA,238110.0,Corporation,84.0,5/1/2020,"JPMorgan Chase Bank, National Association"
91761,"EMPIRE NISSAN, INC.",1377 KETTERING DR,ONTARIO,CA,441110.0,Corporation,101.0,4/14/2020,Citizens Business Bank
92590,EMPIRE SPRINGS CHARTER SCHOOL,27740 JEFFERSON AVENUE,TEMECULA,CA,611110.0,Non-Profit Organization,169.0,4/28/2020,Pacific Western Bank
92064,"EMPLOYERS LEASING COMPANY, INC.",12302 Kerran Street,POWAY,CA,453998.0,Sole Proprietorship,114.0,4/14/2020,"Readycap Lending, LLC"
93622,EMPRESAS DEL BOSQUE INC,51481 W SHIELDS AVE,FIREBAUGH,CA,111219.0,Corporation,151.0,4/28/2020,"American AgCredit, ACA"
93612,"EMTS, INC",2972 LARKIN AVE,CLOVIS,CA,561730.0,Subchapter S Corporation,129.0,4/9/2020,Central Valley Community Bank
90503,"ENAGIC USA, INC.",4115 Spencer St.,TORRANCE,CA,454390.0,Corporation,115.0,4/16/2020,"Zions Bank, A Division of"
95492,"ENCORE EVENTS RENTALS, INC",1001 AMERICAN WAY,WINDSOR,CA,532310.0,Corporation,127.0,4/6/2020,Summit State Bank
92121,ENCORE SEMI INC,9444 WAPLES ST STE 150,SAN DIEGO,CA,541330.0,Corporation,67.0,5/3/2020,"Bank of America, National Association"
91761,ENCORR SHEETS,5171 East Francis Street,ONTARIO,CA,322299.0,,94.0,5/3/2020,Fifth Third Bank
94303,END TO END ANALYTICS LLC,2595 E BAYSHORE RD STE 150,PALO ALTO,CA,541611.0,Limited  Liability Company(LLC),51.0,4/16/2020,"JPMorgan Chase Bank, National Association"
94710,ENDSIGHT,1440 4th St Ste B,BERKELEY,CA,541513.0,Corporation,80.0,4/16/2020,"Bank of America, National Association"
93311,ENERGY LINK INDUSTRIAL SERVICES,11439 S ENOS LN,BAKERSFIELD,CA,236220.0,Subchapter S Corporation,87.0,4/14/2020,Mechanics Bank
